timestamp,src_ip,dst_ip,port,protocol,bytes
2025-03-03 06:35:00,10.0.0.15,103.25.56.10,445,UDP,1192902
2025-03-01 22:28:00,10.0.0.10,45.33.12.8,22,UDP,1468251
2025-03-02 07:32:00,10.0.0.11,91.203.5.21,445,UDP,187032
2025-03-03 08:02:00,10.0.1.40,142.250.74.14,22,UDP,1216014
2025-03-03 04:40:00,10.0.0.17,10.0.1.10,22,TCP,941069
2025-03-02 19:28:00,10.0.0.12,142.250.74.14,80,TCP,812274
2025-03-02 07:05:00,10.0.0.12,10.0.1.30,53,UDP,1096990
2025-03-03 05:57:00,10.0.1.50,10.0.1.20,80,TCP,738976
2025-03-03 07:04:00,10.0.0.18,103.25.56.10,443,UDP,631247
2025-03-02 08:14:00,10.0.0.11,142.250.74.14,443,UDP,1355680
2025-03-03 00:45:00,10.0.0.20,10.0.1.50,443,TCP,287069
2025-03-02 08:25:00,10.0.0.15,10.0.1.10,53,UDP,317943
2025-03-03 08:19:00,10.0.0.10,188.166.10.4,80,TCP,182344
2025-03-02 17:51:00,10.0.0.20,45.33.12.8,443,UDP,400964
2025-03-01 08:37:00,10.0.0.15,103.25.56.10,3389,TCP,675017
2025-03-01 20:31:00,10.0.0.23,10.0.1.10,3389,UDP,986944
2025-03-03 06:14:00,10.0.0.18,10.0.1.20,53,UDP,1111792
2025-03-01 11:55:00,10.0.0.21,188.166.10.4,445,TCP,1384258
2025-03-02 11:24:00,10.0.1.40,10.0.1.50,443,TCP,288296
2025-03-02 21:52:00,10.0.0.21,10.0.1.30,3389,UDP,1100774
2025-03-03 02:54:00,10.0.0.23,91.203.5.21,3389,UDP,1035487
2025-03-02 14:43:00,10.0.0.13,188.166.10.4,3389,UDP,728895
2025-03-01 15:34:00,10.0.0.16,10.0.1.20,3389,TCP,1156544
2025-03-01 09:03:00,10.0.0.12,188.166.10.4,443,UDP,83477
2025-03-02 15:18:00,10.0.0.18,103.25.56.10,445,UDP,998269
2025-03-02 01:32:00,10.0.1.40,10.0.1.50,22,UDP,775755
2025-03-02 02:54:00,10.0.0.21,142.250.74.14,80,TCP,270570
2025-03-02 00:06:00,10.0.0.12,10.0.1.50,3389,TCP,1426842
2025-03-02 11:00:00,10.0.0.20,142.250.74.14,445,TCP,6526
2025-03-01 13:02:00,10.0.0.16,45.33.12.8,22,TCP,1472768
2025-03-01 16:52:00,10.0.0.19,10.0.1.20,443,UDP,279633
2025-03-01 22:03:00,10.0.0.20,10.0.1.10,445,TCP,1381524
2025-03-02 07:52:00,10.0.1.10,10.0.1.50,80,UDP,1149598
2025-03-02 17:27:00,10.0.0.22,10.0.1.50,22,TCP,1097773
2025-03-01 13:35:00,10.0.0.18,103.25.56.10,80,UDP,1289876
2025-03-02 21:50:00,10.0.1.40,45.33.12.8,80,TCP,1151144
2025-03-02 14:01:00,10.0.0.18,142.250.74.14,22,UDP,332909
2025-03-01 22:29:00,10.0.0.10,188.166.10.4,22,UDP,560414
2025-03-03 06:30:00,10.0.0.17,185.222.100.8,3389,UDP,1457782
2025-03-03 07:18:00,10.0.1.50,10.0.1.50,53,UDP,830563
2025-03-01 10:45:00,10.0.0.20,91.203.5.21,445,TCP,135088
2025-03-03 04:50:00,10.0.0.20,142.250.74.14,53,UDP,368313
2025-03-02 14:45:00,10.0.1.20,45.33.12.8,3389,TCP,971131
2025-03-02 09:57:00,10.0.0.23,103.25.56.10,22,TCP,631330
2025-03-01 14:30:00,10.0.1.10,91.203.5.21,3389,UDP,1318519
2025-03-02 21:43:00,10.0.0.21,10.0.1.20,445,UDP,659863
2025-03-03 03:51:00,10.0.0.13,91.203.5.21,3389,TCP,465550
2025-03-02 09:04:00,10.0.0.10,103.25.56.10,80,TCP,262126
2025-03-02 16:52:00,10.0.0.22,10.0.1.40,443,UDP,936133
2025-03-02 14:55:00,10.0.1.40,45.33.12.8,53,UDP,52271
2025-03-03 03:52:00,10.0.1.50,188.166.10.4,22,UDP,85172
2025-03-02 16:39:00,10.0.0.17,10.0.1.40,80,TCP,843687
2025-03-01 12:34:00,10.0.0.16,142.250.74.14,80,UDP,379122
2025-03-03 08:35:00,10.0.1.50,45.33.12.8,80,UDP,924355
2025-03-02 15:39:00,10.0.0.19,45.33.12.8,80,TCP,1099911
2025-03-02 15:13:00,10.0.1.30,142.250.74.14,443,TCP,987423
2025-03-01 19:17:00,10.0.1.40,10.0.1.20,443,TCP,293213
2025-03-02 12:00:00,10.0.0.11,185.222.100.8,443,UDP,1394633
2025-03-02 11:30:00,10.0.0.20,142.250.74.14,443,TCP,276186
2025-03-02 19:38:00,10.0.1.10,10.0.1.30,80,TCP,665052
2025-03-01 11:32:00,10.0.0.15,10.0.1.20,3389,TCP,495180
2025-03-03 05:25:00,10.0.1.10,10.0.1.10,22,TCP,758599
2025-03-03 09:04:00,10.0.0.10,10.0.1.20,22,TCP,1205708
2025-03-01 12:54:00,10.0.0.23,142.250.74.14,443,UDP,1393691
2025-03-01 14:31:00,10.0.0.18,142.250.74.14,3389,UDP,904204
2025-03-01 11:22:00,10.0.1.50,10.0.1.10,53,TCP,1302029
2025-03-01 19:33:00,10.0.0.18,10.0.1.20,443,TCP,553598
2025-03-02 20:15:00,10.0.0.11,10.0.1.30,22,UDP,882556
2025-03-01 12:35:00,10.0.0.12,142.250.74.14,445,UDP,211365
2025-03-01 19:37:00,10.0.0.18,185.222.100.8,443,UDP,794667
2025-03-03 07:44:00,10.0.0.10,103.25.56.10,80,TCP,714243
2025-03-03 03:47:00,10.0.0.22,10.0.1.10,53,TCP,1464567
2025-03-02 01:41:00,10.0.0.17,185.222.100.8,80,TCP,782053
2025-03-01 23:51:00,10.0.0.16,10.0.1.40,53,UDP,906564
2025-03-01 19:50:00,10.0.0.20,10.0.1.10,80,UDP,1081433
2025-03-01 15:48:00,10.0.0.17,185.222.100.8,3389,TCP,142102
2025-03-02 23:36:00,10.0.0.16,91.203.5.21,53,UDP,298819
2025-03-02 05:05:00,10.0.0.23,10.0.1.40,443,UDP,750857
2025-03-02 13:05:00,10.0.0.18,91.203.5.21,53,TCP,922037
2025-03-01 16:03:00,10.0.0.22,142.250.74.14,53,UDP,147420
2025-03-03 05:20:00,10.0.1.30,185.222.100.8,22,TCP,170237
2025-03-02 12:28:00,10.0.0.12,10.0.1.30,80,TCP,1225930
2025-03-02 04:46:00,10.0.1.10,91.203.5.21,22,UDP,574203
2025-03-02 08:28:00,10.0.1.10,103.25.56.10,22,UDP,1069903
2025-03-03 08:00:00,10.0.0.20,91.203.5.21,22,UDP,1169348
2025-03-01 15:56:00,10.0.0.15,10.0.1.50,80,UDP,541594
2025-03-02 04:49:00,10.0.0.13,10.0.1.30,445,UDP,1299006
2025-03-02 00:53:00,10.0.0.13,91.203.5.21,80,UDP,31949
2025-03-02 17:27:00,10.0.0.12,10.0.1.50,445,UDP,1249072
2025-03-02 02:24:00,10.0.1.10,185.222.100.8,53,UDP,449778
2025-03-02 00:59:00,10.0.1.30,10.0.1.40,445,TCP,256870
2025-03-02 19:02:00,10.0.0.16,188.166.10.4,22,UDP,447598
2025-03-03 08:08:00,10.0.0.18,103.25.56.10,22,UDP,710857
2025-03-01 15:23:00,10.0.0.17,188.166.10.4,445,TCP,1231806
2025-03-01 18:50:00,10.0.0.17,91.203.5.21,80,UDP,1205538
2025-03-02 22:09:00,10.0.0.12,188.166.10.4,22,TCP,642546
2025-03-01 17:33:00,10.0.0.18,10.0.1.40,3389,TCP,1135646
2025-03-02 01:37:00,10.0.0.21,91.203.5.21,445,TCP,937269
2025-03-01 15:13:00,10.0.0.15,10.0.1.50,443,UDP,4042
2025-03-03 06:37:00,10.0.1.40,10.0.1.10,445,UDP,1136380
2025-03-01 13:09:00,10.0.0.16,103.25.56.10,80,UDP,647363
2025-03-01 23:08:00,10.0.0.18,142.250.74.14,53,TCP,565920
2025-03-01 20:31:00,10.0.0.16,10.0.1.50,443,TCP,419360
2025-03-02 21:29:00,10.0.0.10,142.250.74.14,80,TCP,126940
2025-03-01 23:53:00,10.0.1.30,188.166.10.4,22,TCP,323749
2025-03-01 22:55:00,10.0.1.20,188.166.10.4,443,TCP,769234
2025-03-03 02:57:00,10.0.0.10,142.250.74.14,445,TCP,983765
2025-03-02 19:38:00,10.0.0.21,45.33.12.8,443,TCP,298052
2025-03-02 13:43:00,10.0.0.21,185.222.100.8,53,TCP,1052930
2025-03-02 00:56:00,10.0.1.50,10.0.1.40,80,UDP,140611
2025-03-02 05:28:00,10.0.1.30,185.222.100.8,3389,UDP,824609
2025-03-01 10:35:00,10.0.1.10,185.222.100.8,443,TCP,267688
2025-03-02 21:38:00,10.0.0.10,185.222.100.8,22,UDP,716367
2025-03-02 09:50:00,10.0.0.13,185.222.100.8,3389,UDP,806969
2025-03-03 01:42:00,10.0.1.20,91.203.5.21,443,TCP,1063713
2025-03-03 09:57:00,10.0.0.23,103.25.56.10,53,UDP,1434053
2025-03-02 14:18:00,10.0.0.22,10.0.1.10,3389,UDP,1313199
